,ID,Name,Position,Overall,Potential,BS,IR,PAC,SHO,PAS,DRI,DEF,PHY,Value,Wage,TotalStats
4592,213938,D. Biraschi,CB,71,78,336,1,61,34,50,57,72,62,€2.8M,€9K,1565
4593,223922,A. Bouchalakis,CM CDM,71,73,404,1,63,67,71,68,65,70,€2.8M,€1K,1942
4594,211891,A. Voglsammer,ST RM LM,71,73,384,1,77,69,53,67,37,81,€2.9M,€11K,1775
4595,221875,Son Jun Ho,CM CDM,71,74,380,1,54,63,69,64,63,67,€2.9M,€8K,1839
4596,197300,A. El Said,CAM RM,71,71,378,1,71,70,68,73,40,56,€1.8M,€23K,1816
4597,208052,A. Yiadom,RB LB,71,72,397,1,84,51,58,70,68,66,€2.3M,€20K,1789
4598,204213,I. Latovlevici,LB LWB,71,71,412,1,71,63,69,67,70,72,€1.3M,€11K,1981
4599,159157,B. Leal,CM CDM,71,71,378,1,45,65,72,70,67,59,€750K,€2K,1881
4600,188597,E. Zelazny,GK,71,74,394,1,74,68,60,74,45,73,€2.1M,€11K,1005
4601,206006,E. Alioski,LM RM,71,72,413,1,82,70,68,69,56,68,€2.8M,€26K,1949
4602,225206,K. Narey,RM LM RWB,71,74,414,1,83,62,63,69,63,74,€3M,€9K,1897
4603,166838,M. Pugh,LM,71,71,385,1,66,66,67,74,47,65,€2.1M,€35K,1820
4604,237238,S. McTominay,CM CDM,71,81,402,1,64,61,68,66,69,74,€3.8M,€43K,1847
4605,220087,Fabrício Baiano,CDM CM,71,75,385,1,64,50,58,66,69,78,€2.5M,€7K,1771
4606,186551,F. Navarro,RB,71,71,407,1,85,58,64,69,66,65,€1.8M,€18K,1928
4607,230072,R. Bajić,ST,71,76,344,1,64,70,54,67,24,65,€3.2M,€16K,1596
4608,201145,M. Le Bihan,ST,71,71,375,1,62,69,56,70,48,70,€2.4M,€22K,1786
4609,223929,A. Leya Iseka,ST,71,78,382,1,84,72,58,71,27,70,€3.4M,€15K,1781
4610,224953,André Moreira,GK,71,80,398,1,68,76,68,73,48,65,€2.8M,€17K,1145
4611,180409,C. Gülselam,CDM CM,71,71,381,1,53,59,57,59,74,79,€1.8M,€9K,1757
4612,186553,M. Rodríguez,RB RWB,71,71,413,1,77,63,63,71,67,72,€1.3M,€8K,1917
4613,189369,G. Litteri,ST,71,71,361,1,79,66,50,62,25,79,€2.3M,€4K,1643
4614,220090,Raphael Rossi,CB,71,72,327,1,51,36,45,50,68,77,€2.2M,€18K,1512
4615,224442,B. Kamara,GK,71,77,387,1,76,67,63,74,39,68,€2.4M,€6K,1066
4616,201403,Álvaro,ST LM RM,71,72,385,1,73,73,60,69,41,69,€2.8M,€18K,1809
4617,233147,R. Oshima,CDM CM,71,73,421,1,82,67,71,74,64,63,€2.4M,€6K,1989
4618,172475,L. Bruins,LM CAM,71,71,396,1,58,69,73,73,60,63,€2.1M,€5K,1913
4619,188091,F. Gulbrandsen,ST,71,73,399,1,88,68,57,74,36,76,€2.9M,€23K,1825
4620,202940,N. Kebano,LW LM CAM,71,72,381,1,80,67,66,74,39,55,€2.8M,€35K,1837
4621,230332,Wiliam Santinho,GK,71,71,392,1,61,77,76,73,35,70,€950K,€13K,1077
4622,207805,L. Sadiku,CDM,71,73,363,1,50,57,60,61,69,66,€2.4M,€9K,1803
4623,224189,Y. Barbet,LB CB,71,74,396,1,70,50,68,64,71,73,€2.4M,€23K,1886
4624,170941,Javi Moyano,RB LB,71,71,387,1,78,45,58,63,69,74,€1.3M,€12K,1814
4625,188094,J. McLaughlin,GK,71,72,411,1,70,73,72,69,55,72,€1.8M,€8K,1282
4626,198079,M. Büchel,CM CDM,71,71,405,1,73,57,69,73,62,71,€2.4M,€10K,1894
4627,198335,B. Oviedo,LB LWB,71,71,409,2,74,60,67,73,67,68,€1.9M,€9K,1951
4628,213439,J. Osorio,CM CAM LM,71,74,394,1,67,66,68,74,55,64,€2.9M,€6K,1867
4629,230335,Wagner Orsinho,LB,71,71,399,1,80,57,68,63,68,63,€1.7M,€16K,1872
4630,231360,J. Elías,CDM CM,71,78,389,1,71,49,64,68,67,70,€2.8M,€8K,1773
4631,166080,Evandro,CAM CM,71,71,395,1,67,66,72,72,55,63,€2.1M,€18K,1906
4632,241856,Manu Morlanes,CM,71,83,391,1,69,59,72,73,57,61,€4.1M,€9K,1862
4633,188352,K. Großkreutz,RB LM RM,71,71,406,2,70,63,68,64,66,75,€1.8M,€6K,1852
4634,204737,Salvador Agra,RM RW,71,71,381,1,91,65,65,74,35,51,€2.5M,€8K,1804
4635,158657,T. Kessler,GK,71,71,396,1,72,69,67,71,47,70,€1.4M,€10K,1132
4637,182209,M. Beevers,CB,71,71,326,1,51,38,44,45,70,78,€1.9M,€8K,1527
4638,192449,M. Stiepermann,CAM LB CM,71,71,417,1,69,70,69,69,64,76,€2.5M,€18K,1943
4639,137410,D. Gastaldello,CB,71,71,322,2,39,40,50,53,71,69,€550K,€2K,1516
4640,211394,P. Faragò,RM CM CAM RB,71,73,397,1,67,57,69,69,65,70,€2.9M,€18K,1790
4641,221378,C. Ramírez,CB,71,71,373,1,61,50,63,54,70,75,€1.8M,€2K,1809
4642,226754,I. Bennacer,CM,71,82,395,1,70,67,69,73,62,54,€4M,€7K,1924
4643,190658,O. Coulibaly,RB RWB,71,71,396,1,78,47,62,66,68,75,€1.9M,€1K,1750
4644,220355,Alex Alegría,ST,71,74,345,1,51,70,52,70,33,69,€3M,€15K,1626
4645,233411,C. Adjapong,LM RM RB,71,81,391,1,70,51,65,75,71,59,€3.8M,€21K,1808
4646,110019,Dorado,CB,71,71,310,1,34,37,58,46,74,61,€550K,€8K,1504
4647,230340,Luisinho Conradi,LB,71,71,407,1,72,56,66,75,68,70,€1.7M,€19K,1908
4648,235717,B. Özcan,CAM LM LW,71,78,360,1,66,53,69,75,34,63,€3.4M,€15K,1696
4649,206534,P. Bamford,ST CAM,71,76,375,1,72,68,63,71,35,66,€3.2M,€25K,1759
4650,213446,R. López,RB,71,76,414,1,77,64,72,69,64,68,€2.6M,€16K,1943
4651,220358,F. Monteseirín,CB RB,71,78,347,1,55,39,49,59,72,73,€2.8M,€9K,1597
4652,229574,A. Calabresi,CB RB,71,79,329,1,62,30,45,48,73,71,€3M,€15K,1536
4653,236998,J. Léa Siliki,CM CDM,71,79,416,1,72,68,69,72,68,67,€3.4M,€17K,1943
4654,184518,O. Şişmanoğlu,ST CAM RW,71,71,378,1,75,68,59,65,44,67,€2.4M,€11K,1774
4655,217287,J. De Sart,CDM CM,71,76,395,1,59,62,70,66,68,70,€2.7M,€8K,1907
4656,224967,M. Sylla,ST,71,75,383,1,76,69,60,70,37,71,€3.1M,€13K,1776
4657,198856,C. Avevor,CB CDM,71,72,361,1,68,39,56,54,68,76,€2.3M,€11K,1627
4658,205256,K. Boli,CB RB,71,74,345,1,69,35,48,46,71,76,€2.4M,€9K,1583
4659,219848,David Costas,CB,71,76,370,1,67,43,60,61,72,67,€2.7M,€11K,1731
4660,221896,D. Avdijaj,LW CAM ST,71,78,364,1,73,72,65,75,24,55,€3.4M,€6K,1748
4661,191688,Botía,CB,71,71,356,1,57,50,52,49,70,78,€1.8M,€22K,1664
4662,164041,Nauzet,GK,71,71,382,1,69,77,61,68,40,67,€1.2M,€6K,1053
4663,187337,G. Molins,ST,71,71,393,1,71,71,65,71,44,71,€2.4M,€6K,1804
4664,200138,M. Hector,CB,71,74,365,1,64,47,51,58,70,75,€2.5M,€16K,1661
4665,207562,S. Andersson,ST,71,72,346,1,72,67,47,59,25,76,€2.8M,€21K,1593
4666,142794,F. Erpen,CB,71,71,345,1,41,53,55,52,69,75,€550K,€7K,1670
4667,227530,D. Lemos,CDM CM,71,71,379,1,65,40,60,62,72,80,€1.8M,€10K,1798
4668,168650,Z. Kuzmanović,CM CDM,71,71,378,2,35,66,70,65,70,72,€2.2M,€17K,1874
4669,243402,Lisandro Semedo,RW,71,77,382,1,83,67,63,75,29,65,€3.2M,€6K,1720
4670,222411,J. Prior,GK,71,77,407,1,72,69,73,72,52,69,€2.4M,€15K,1188
4671,224459,V. Salazar,RB LB,71,76,400,1,91,48,56,70,65,70,€2.6M,€11K,1800
4672,188107,A. Diomande,ST LM,71,71,372,1,77,69,50,68,29,79,€2.4M,€7K,1723
4673,212428,A. Niane,ST,71,73,353,1,72,69,55,68,19,70,€2.9M,€10K,1647
4674,224461,W. Montoya,RM CM,71,74,375,1,78,60,66,74,38,59,€3M,€14K,1752
4675,228813,Aleix García,CM CDM,71,83,387,1,67,64,71,73,58,54,€4.2M,€43K,1824
4676,183245,Kadu,CB,71,71,306,1,54,28,40,40,72,72,€1.6M,€14K,1462
4677,198350,D. Bentley,GK,71,76,390,1,73,65,63,74,44,71,€2.3M,€16K,1186
4678,215502,B. Drągowski,GK,71,82,395,1,68,68,70,74,44,71,€3.2M,€15K,1164
4679,227790,Jeong Seung Hyun,CB,71,77,295,1,42,24,46,35,71,77,€2.8M,€7K,1436
4680,229582,G. Mancini,CB,71,80,321,1,52,37,43,46,73,70,€3.2M,€13K,1508
4681,173518,T. Clarke,CB RB,71,71,310,1,54,30,38,39,71,78,€1.8M,€9K,1477
4682,139727,F. Boeckx,GK,71,71,393,1,69,71,78,71,34,70,€1.4M,€10K,1189
4683,223695,E. Şen,CDM,71,71,403,1,66,63,66,69,73,66,€1.8M,€13K,1948
4684,205008,Adryan,LM CAM,71,77,382,1,77,63,69,76,39,58,€3.2M,€17K,1769
4685,211920,M. Grüttner,ST,71,71,372,1,65,71,50,65,38,83,€1.9M,€9K,1740
4686,212944,J. Cevallos,CAM CM,71,76,379,1,70,63,71,70,35,70,€3.2M,€9K,1802
4687,220624,L. Acosta,GK,71,79,412,1,70,72,67,73,63,67,€2.6M,€6K,1244
4688,236496,M. Guendouzi,CDM CM,71,85,398,1,63,60,72,68,68,67,€4.6M,€20K,1877
4689,227537,H. Veerman,ST,71,71,348,1,70,69,45,55,30,79,€2.5M,€13K,1551
4690,238033,F. Nita,GK,71,71,372,1,71,67,58,72,28,76,€1.5M,€1K,1018
4691,177105,P. Ebert,LM CAM RM,71,71,406,1,64,70,75,71,59,67,€2.1M,€13K,1956
4692,140498,D. Marshall,GK,71,71,397,1,70,69,66,71,49,72,€1.2M,€13K,1132
4693,210386,K. Peterson,LW,71,77,381,1,77,70,64,76,33,61,€3.2M,€6K,1816
4694,236498,S. Lammers,ST,71,80,368,1,69,68,56,72,34,69,€3.7M,€8K,1714
4695,186578,A. King,CM,71,71,406,1,62,69,67,68,69,71,€2.3M,€38K,1925
4696,216275,P. Mwene,RB RM RWB,71,78,383,1,81,44,60,71,63,64,€2.8M,€13K,1767
4698,226515,Andrei Girotto,CDM CM,71,73,396,1,61,64,65,66,72,68,€2.4M,€15K,1842
4699,167379,Danilo Silva,CB RB,71,71,385,1,74,44,64,61,69,73,€1.6M,€15K,1726
4700,225236,B. Kuscevic,CB,71,81,363,1,68,41,53,56,70,75,€3.3M,€6K,1671
4701,232148,D. Sallói,LW ST RW,71,80,396,1,78,72,66,70,39,71,€3.7M,€5K,1827
4702,169941,Ukra,RW LW CAM,71,71,378,1,76,68,68,74,28,64,€2.2M,€5K,1838
4703,213718,B. Acosta,CB,71,71,344,1,49,45,44,52,69,85,€1.6M,€4K,1617
4704,230358,Tramontinaldo,RB RM,71,71,381,1,67,50,70,67,71,56,€675K,€9K,1833
4705,234966,S. Hernández,CAM CM,71,71,381,1,66,64,70,69,54,58,€2.1M,€3K,1790
4706,217047,A. Godoy,CM CDM,71,71,377,1,47,58,64,68,65,75,€2.4M,€6K,1745
4707,186839,N. McGinn,LM RM,71,71,387,1,85,66,64,74,34,64,€2.2M,€6K,1828
4708,211672,T. Boyd,RM LM,71,76,360,1,83,65,59,75,18,60,€3.2M,€6K,1629
4709,153048,M. Eikrem,CM CAM RM,71,71,371,1,56,68,76,72,47,52,€2.4M,€6K,1826
4710,221912,Kang Hyeon Mu,GK,71,75,388,1,71,66,63,74,45,69,€2.2M,€4K,1121
4711,231128,H. Toledo,LW RW,71,76,393,1,76,69,67,74,46,61,€3.2M,€9K,1856
4712,169432,M. Lacen,CDM CM,71,71,386,2,51,58,72,70,65,70,€725K,€7K,1915
4713,190424,E. Adu,CM CDM,71,71,355,1,50,40,69,74,65,57,€2.4M,€7K,1737
4714,205529,L. Antei,CB,71,74,307,1,52,27,41,47,72,68,€2.5M,€4K,1462
4715,183769,A. Çamdalı,CDM,71,71,372,1,37,61,65,64,70,75,€725K,€9K,1849
4716,198874,Adriano,ST,71,71,360,2,71,71,55,70,34,59,€2.3M,€9K,1736
4717,202458,N. Foor,CM CAM,71,73,407,1,78,68,68,74,61,58,€2.8M,€10K,1948
4718,234458,C. Quintana,CB,71,71,327,1,51,32,49,49,70,76,€1.8M,€10K,1514
4719,235226,Ângelo Neto,CM,71,71,400,1,63,63,66,72,62,74,€2.5M,€5K,1894
4720,199131,A. Tinnerholm,RB,71,72,397,1,77,49,63,66,66,76,€2.2M,€5K,1817
4721,205531,V. Verre,CM CAM,71,76,388,1,68,60,67,72,56,65,€3.1M,€18K,1831
4722,224987,I. Provedel,GK,71,77,388,1,72,68,62,74,42,70,€2.4M,€6K,1134
4723,229084,R. Herrera,CB,71,71,345,1,67,39,47,46,70,76,€1.8M,€18K,1549
4724,234716,J. Attamah,CB CDM,71,74,370,1,69,45,57,54,71,74,€2.5M,€12K,1713
4725,234972,Y. Gomis,ST,71,72,360,1,81,70,44,70,31,64,€2.8M,€8K,1617
4726,237532,Rodrigo,RB,71,74,397,1,72,52,65,71,66,71,€2.4M,€7K,1889
4727,239580,Bremer,CB,71,80,349,1,66,35,48,58,70,72,€3.2M,€16K,1571
4728,145117,Dorca,CDM CM CAM,71,71,371,1,38,59,65,63,68,78,€550K,€5K,1753
4729,210653,L. Quintana,CB,71,76,362,1,58,42,53,64,69,76,€2.6M,€13K,1650
4730,158685,Defendi,CB,71,71,303,1,37,30,47,48,71,70,€1.4M,€8K,1429
4731,227293,Jonas,CDM,71,72,372,1,61,50,57,57,71,76,€2.3M,€21K,1744
4732,176605,P. Armero,LB LM,71,71,424,2,83,65,68,72,64,72,€1.6M,€2K,2009
4733,177373,L. Nielsen,CB,71,71,363,1,75,33,56,54,68,77,€1.8M,€5K,1679
4734,201438,H. Van Der Bruggen,CM CDM,71,74,387,1,55,62,70,67,66,67,€2.9M,€9K,1904
4735,212446,L. Garritano,LW CM CAM,71,76,391,1,89,65,61,76,43,57,€3.2M,€11K,1827
4736,225502,K. Balanta,CDM CM,71,83,387,1,67,50,58,64,69,79,€3.8M,€2K,1789
4737,230366,Silvosinho,RB RM RWB,71,71,377,1,67,54,63,58,68,67,€675K,€11K,1823
4738,230367,Tony Muttinho,RB RWB RM,71,71,388,1,70,48,64,64,70,72,€675K,€13K,1789
4739,202208,D. Petratos,CAM RM,71,74,411,1,82,70,65,72,47,75,€3M,€4K,1898
4740,188128,Manu Barreiro,ST,71,71,356,1,54,69,57,70,31,75,€2.1M,€7K,1716
4741,189920,R. Köse,GK,71,71,381,1,74,67,57,75,34,74,€1.5M,€7K,1111
4742,190432,Oier,CB CDM LB,71,71,412,1,73,61,66,67,68,77,€1.4M,€7K,1910
4743,145889,Tito,RB LB RWB,71,71,382,1,69,45,65,68,69,66,€1.3M,€12K,1791
4744,16097,N. Rimando,GK,71,71,398,1,71,69,69,73,46,70,€160K,€3K,1247
4745,219617,J. Arzura,CDM CM,71,75,391,1,70,48,63,63,68,79,€2.6M,€12K,1828
4746,226273,S. Davis,CM CDM CAM,71,76,407,1,70,60,70,70,65,72,€3.1M,€6K,1910
4747,228321,Sergi Palencia,RB,71,79,405,1,80,55,60,70,67,73,€3M,€54K,1836
4748,238305,Nacho Vidal,RB RWB,71,78,398,1,76,55,66,69,65,67,€2.8M,€6K,1811
4749,179681,M. Samudio,LB,71,71,414,1,77,60,64,69,66,78,€1.6M,€7K,1924
4750,188385,M. Martin,CAM CM,71,71,373,2,64,65,72,71,51,50,€2.2M,€12K,1819
4751,142818,F. Cubero,CB RB,71,71,363,1,49,53,63,64,71,63,€160K,€6K,1796
4752,204771,R. Baca,CM CDM,71,71,401,1,78,57,68,69,60,69,€2.4M,€17K,1886
4753,197860,Ivo Pinto,RB,71,71,399,1,82,47,63,68,68,71,€1.9M,€17K,1847
4754,210404,S. Doukara,ST,71,72,368,1,68,70,64,69,26,71,€2.8M,€13K,1651
4755,234980,Y. Shakhov,CAM CM CDM,71,71,403,1,72,68,64,70,59,70,€2.5M,€1K,1834
4756,124388,O. Çek,LB LM,71,71,414,1,77,64,71,72,64,66,€2M,€9K,1974
4757,238053,S. Limbombe,RW RM,71,71,388,1,88,66,66,74,32,62,€2.5M,€15K,1841
4759,239845,K. Galanopoulos,CDM CM,71,84,392,1,73,50,67,71,67,64,€4.1M,€1K,1826
4760,175589,Feng Xiaoting,CB,71,71,350,1,55,41,64,48,72,70,€1.4M,€11K,1745
4761,244709,M. Jevtovic,CDM,71,76,388,1,59,59,65,60,71,74,€2.7M,€9K,1831
4762,198630,Arroyo,CB RB,71,71,357,1,74,24,56,53,70,80,€1.8M,€6K,1628
4763,212710,Joel Pereira,GK,71,82,392,1,69,74,65,72,43,69,€3.2M,€35K,1051
4764,226278,Xavier,LM RM,71,72,371,1,81,59,65,73,34,59,€2.8M,€4K,1728
4765,228838,E. Remedi,CDM CM,71,79,383,1,62,51,64,64,68,74,€3M,€5K,1811
4766,187878,L. Mareček,CM CDM CAM,71,71,406,1,70,57,70,69,69,71,€2.4M,€10K,1931
4767,204519,C. Martina,RB LB,71,71,386,1,64,52,64,63,70,73,€1.9M,€46K,1860
4768,237799,K. Sugimoto,ST,71,74,362,1,70,70,55,68,23,76,€3M,€6K,1673
4769,239335,Óscar,LM CAM CM,71,84,375,1,67,65,71,76,46,50,€4.6M,€51K,1779
4770,181479,A. Wilkinson,CB,71,71,340,1,43,46,54,50,71,76,€950K,€6K,1649
4771,184807,Mano,RB LB,71,71,387,1,78,48,60,71,68,62,€1.6M,€4K,1840
4772,200424,B. Rienstra,CM CAM,71,71,407,1,66,66,65,69,67,74,€2.4M,€7K,1931
4773,223208,Z. Kalmár,CAM CM,71,78,377,1,62,68,69,72,50,56,€0,€0,1805
4774,236264,P. Aquino,CDM CM,71,76,407,1,78,60,63,66,68,72,€2.7M,€14K,1855
4775,178152,R. Faty,CDM,71,71,383,1,55,49,60,67,71,81,€1.6M,€13K,1807
4776,200425,M. te Wierik,CB RB,71,74,371,1,61,48,60,59,70,73,€2.5M,€6K,1715
4777,137449,J. Callsen-Bracker,CB,71,71,320,2,33,47,59,47,71,63,€950K,€14K,1609
4778,191209,J. Isijara,RM,71,71,382,1,74,63,66,71,43,65,€2.4M,€14K,1736
4779,214506,R. Torres,CB,71,71,337,1,47,53,47,42,69,79,€1.4M,€5K,1554
4780,198379,G. Thorne,CDM,71,75,388,1,55,61,68,65,68,71,€2.6M,€23K,1845
4781,200683,O. Rashid,CM,71,74,397,1,70,65,72,72,58,60,€2.9M,€4K,1882
4782,210923,M. Al Owais,GK,71,73,392,1,70,72,66,68,45,71,€2M,€17K,1163
4783,235499,D. Benlamri,CB RB CDM,71,71,339,1,60,28,52,50,69,80,€1.9M,€20K,1533
4784,237548,O. Haddadi,LB CB LWB,71,74,367,1,60,38,62,64,73,70,€2.4M,€9K,1714
4785,244204,N. Katić,CB,71,83,353,1,72,33,45,58,70,75,€3.8M,€20K,1568
4786,201965,S. Thern,CM,71,73,413,1,81,65,68,71,60,68,€2.8M,€5K,1905
4787,206317,N. Bitton,CDM CB,71,72,375,1,52,50,64,65,70,74,€2.3M,€28K,1735
4788,201966,A. Søderlund,ST,71,71,372,1,64,69,55,64,42,78,€2.3M,€6K,1760
4789,210926,A. Ateef,CDM CM,71,74,365,1,49,49,72,64,66,65,€2.5M,€20K,1757
4790,216302,E. García,LB,71,71,393,1,75,53,61,71,68,65,€1.9M,€18K,1879
4791,238830,Alexandre Guedes,ST,71,76,351,1,67,68,58,69,21,68,€3.2M,€7K,1628
4792,205551,Álvaro Lemos,RB RWB LB,71,74,406,1,79,58,65,69,67,68,€2.4M,€7K,1919
4793,230383,Pombaxinho,CB,71,71,343,1,52,45,56,48,73,69,€725K,€8K,1610
4794,192495,R. Sawyers,CAM CM,71,72,378,1,71,62,69,72,43,61,€2.8M,€26K,1757
4795,199152,D. Lekić,ST,71,71,340,1,45,71,58,64,32,70,€1.5M,€8K,1609
4796,189680,Fábio,LB RB,71,71,406,2,78,56,68,72,69,63,€2M,€15K,1937
4797,199409,Deivid,CB,71,71,366,1,61,39,59,64,71,72,€1.8M,€7K,1705
4798,172529,B. Hämäläinen,LB,71,71,404,1,71,51,74,68,68,72,€1.8M,€13K,1967
4799,198386,S. Dubarbier,LB LWB,71,71,421,1,77,61,64,70,69,80,€1.3M,€7K,1987
4800,200434,L. Cavanda,RB,71,71,405,1,77,56,61,72,68,71,€2M,€10K,1891
4801,208114,Patrick,RB LB,71,72,398,1,77,52,66,69,68,66,€2.2M,€4K,1893
4802,220659,J. Brownhill,CM RM,71,79,416,1,73,66,68,69,66,74,€3.4M,€23K,1949
4803,230387,Heitinho Zanon,CB LB,71,71,327,1,61,34,47,39,70,76,€725K,€8K,1596
4804,237555,J. Bolingi,ST LW,71,76,365,1,76,67,55,67,28,72,€3.2M,€8K,1653
4805,186355,E. Conde,GK,71,71,377,1,71,72,62,70,31,71,€0,€0,994
4806,204276,T. Hemed,ST,71,71,346,1,49,72,52,66,35,72,€2.1M,€30K,1707
4807,205556,L. Krajnc,CB,71,75,353,1,64,32,53,59,69,76,€2.6M,€9K,1637
4808,205812,P. Terracciano,GK,71,72,388,1,72,67,64,75,41,69,€1.9M,€8K,1084
4809,214772,N. Pasquini,LB CM,71,71,421,1,76,64,71,72,67,71,€2M,€11K,1998
4810,232692,G. Acosta,RM RB CDM,71,71,412,1,78,58,68,71,63,74,€2.3M,€9K,1921
4811,181236,Fernando Boldrin,CAM RM LM,71,71,396,1,67,68,70,69,59,63,€2.3M,€10K,1889
4812,184820,Felipe,CB,71,71,347,1,49,44,55,59,71,69,€1.8M,€7K,1615
4813,212470,M. Rodriguez,CAM LM,71,71,352,1,64,64,64,73,29,58,€2.5M,€3K,1599
4814,213750,K. Sema,LM RM,71,73,398,1,79,64,67,74,42,72,€2.9M,€27K,1824
4815,214006,Y. Candelo,RM CM RW CAM,71,71,415,1,86,65,68,73,55,68,€2.5M,€4K,1980
4816,223734,R. García Guerreño,CB,71,71,332,1,50,37,51,48,71,75,€1.9M,€12K,1553
4817,225782,A. Maitland-Niles,CM RM LB RB,71,84,411,1,84,59,69,73,61,65,€4.5M,€38K,1847
4818,233974,Nathael Silbeira,GK,71,71,362,1,61,73,69,70,16,73,€950K,€13K,967
4820,176630,Marco Rocha,GK,71,71,405,1,68,67,65,74,62,69,€1.4M,€3K,1419
4821,189430,S. Colombi,GK,71,71,379,1,72,69,53,76,40,69,€1.6M,€2K,1127
4822,191222,Unai Medina,RB,71,71,403,1,77,54,59,62,68,83,€1.9M,€7K,1875
4823,164855,J. Lynch,CB,71,71,359,1,63,44,53,53,69,77,€1.8M,€7K,1667
4824,232183,C. Fai,LB RB,71,73,381,1,86,32,57,69,68,69,€2.4M,€9K,1748
4825,234488,M. Rygaard,CAM ST CM,71,71,390,1,71,63,68,72,46,70,€2.5M,€10K,1858
4826,237560,M. Djenepo,LM RM CAM,71,82,389,1,86,66,62,76,36,63,€4.1M,€8K,1809
4827,182520,M. Männel,GK,71,71,392,1,74,70,59,76,48,65,€1.5M,€4K,1182
4828,120312,M. Dawson,CB,71,71,284,2,29,33,44,36,72,70,€725K,€27K,1402
4829,219641,Cristian López,ST,71,71,367,1,76,67,49,67,30,78,€2.4M,€17K,1703
4830,220921,A. Esiti,CDM CM,71,76,359,1,45,46,56,52,74,86,€2.7M,€11K,1665
4831,221433,O. Govea,CDM CM,71,79,393,1,66,57,68,70,68,64,€3M,€7K,1935
4832,233977,Eduardo Fonseira,GK,71,71,391,1,71,70,74,69,35,72,€1.5M,€11K,964
4833,169978,R. Beerens,RW,71,71,356,1,71,64,69,74,26,52,€2.2M,€11K,1730
4834,221179,Sebas Coris,RM LM,71,74,391,1,79,60,66,69,57,60,€3M,€17K,1809
4835,224251,R. Zentner,GK,71,78,412,1,69,69,63,76,65,70,€2.4M,€10K,1172
4836,226299,B. Róchez,ST,71,76,357,1,74,67,50,69,24,73,€3.2M,€8K,1663
4837,172283,Carlos Martínez,RB,71,71,376,1,56,51,70,65,72,62,€1.3M,€7K,1736
4838,222204,Cao Yunding,LM CAM RM,71,71,383,1,81,62,67,73,34,66,€2.4M,€11K,1797
4839,193276,P. Klingmann,RB RWB,71,71,398,1,66,58,65,65,71,73,€1.7M,€5K,1854
4840,140029,O. Pérez,GK,71,71,404,2,70,64,65,74,58,73,€160K,€8K,1256
4841,193277,J. Siebenhandl,GK,71,72,402,1,69,68,75,74,47,69,€1.9M,€11K,1234
4842,198654,A. Kolomeytsev,CDM CAM,71,71,413,1,64,69,71,69,67,73,€1.8M,€1K,1905
4843,195838,Crivellaro,CAM CM,71,71,376,1,62,64,69,71,45,65,€2.3M,€9K,1742
4844,209407,L. Lollo,CM CF,71,71,419,1,79,61,70,72,60,77,€2.4M,€10K,1943
4845,212223,S. Maguire,ST LM,71,78,387,1,92,66,52,74,38,65,€3.4M,€10K,1748
4846,218623,Cafú,CDM CM,71,73,411,1,64,67,62,69,66,83,€2.4M,€5K,1935
4847,162047,Zapater,CM CDM,71,71,392,1,51,65,71,64,69,72,€1.4M,€7K,1908
4848,231423,C. De Norre,LM LWB LB,71,80,412,1,80,62,65,72,64,69,€3.7M,€6K,1904
4849,212992,J. Böðvarsson,ST,70,72,379,1,72,66,61,68,37,75,€2.2M,€20K,1766
4850,233472,N. Sarenren Bazee,RM,70,78,361,1,87,60,62,73,27,52,€2.6M,€13K,1662
4851,235008,L. Robertone,CAM CM,70,80,380,1,76,69,68,73,39,55,€2.9M,€7K,1814
4852,184320,R. Bianco,CM CDM,70,70,396,1,71,54,67,68,64,72,€1.6M,€3K,1900
4853,143617,O. Adın,RM LM LB,70,70,407,1,69,69,72,70,64,63,€1.4M,€10K,1978
4854,223489,A. Pešić,ST,70,73,380,1,57,69,63,66,48,77,€2.2M,€22K,1801
4855,228353,G. Hendrickx,CDM CM,70,76,390,1,67,58,69,65,66,65,€2.1M,€7K,1909
4856,198914,J. Hochscheidt,CM CAM LM,70,70,410,1,71,68,70,70,57,74,€1.6M,€5K,1942
4857,214018,J. Cabezas,CDM CM,70,70,386,1,64,55,59,61,69,78,€1.5M,€5K,1755
4858,233986,Jony Reitosa,RB,70,70,381,1,78,42,54,59,67,81,€1.5M,€11K,1790
4859,186882,P. Šteinbors,GK,70,70,384,1,72,65,65,74,37,71,€1M,€3K,1163
4860,199683,K. Çörekçi,RB,70,72,392,1,81,42,65,72,65,67,€1.8M,€15K,1811
4861,206083,J. Murphy,LM ST LW,70,77,364,1,85,66,61,75,26,51,€2.5M,€21K,1675
4862,216067,R. Gagliolo,CB LB,70,70,374,1,77,50,49,57,69,72,€1.4M,€21K,1709
4863,225539,D. Solanke,ST,70,84,356,1,69,68,61,72,24,62,€3.9M,€37K,1667
4864,230147,F. Sacko,RB LB,70,76,372,1,82,28,58,69,65,70,€2M,€5K,1704
4865,236547,J. Sýkora,RM CAM LM,70,73,396,1,82,60,64,72,53,65,€2.3M,€1K,1877
4866,190467,D. de Buen,CDM CM,70,72,397,1,64,65,67,62,65,74,€1.8M,€11K,1901
4867,203780,F. Veseli,CB RB LB,70,74,368,1,73,38,56,63,70,68,€1.9M,€7K,1690
4868,207876,A. González,RB RM,70,72,426,1,81,66,64,71,65,79,€1.8M,€4K,1980
